kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Bunga dengan satu alat perkembangbiakan disebut bunga tidak sempurna.,Bunga dengan satu alat perkembangbiakan disebut bungta tidak sempurna.,IPA,Insertion Error
Perkembangbiakan pada tumbuhan diawali dengan penyerbukan.,Perkembangbiakan pada tumbuhan dioawali dengan penyerbukan.,IPA,Insertion Error
Penyerbukan adalah jatuhnya serbuk sari pada kepala putik.,Penyerbukan adalah jatuhnya serbuk sari pada kepatla putik.,IPA,Insertion Error
Serbuk sari dapat jatuh di kepala putik melalui perantara.,Serbuk sari dapat jatuh di kepala putitk melalui perantara.,IPA,Insertion Error
Angin menerbangkan serbuk sari hingga sampai di kepala putik.,Angin menerbangkan serbuk sari hingga sampai tdi kepala putik.,IPA,Insertion Error
Air mengalir membawa serbuk sari ke kepala putik.,Air mengalir membawa serbuk sari ke kepatla putik.,IPA,Insertion Error
Lebah dapat membantu penyerbukan saat mengisap nektar.,Lebah dapat membantu penyerbukan saat mengisap nekttar.,IPA,Insertion Error
Serbuk sari akan tertempel pada badan lebah.,Serbuk sari akan tertempel pada badan lebath.,IPA,Insertion Error
"Saat berpindah ke bunga lain, serbuk sari akan terbawa.","Saat berpindah ke bunga lain, serbuk sarit akan terbawa.",IPA,Insertion Error
Lebah mengisap nektar dan serbuk sari jatuh di kepala putik.,Lebah mengisap nektar dan serbuk sari jatuth di kepala putik.,IPA,Insertion Error
Tumbuhan tertentu membutuhkan bantuan manusia untuk penyerbukannya.,Tumbuhan tertentu membutuhkan bantuan manusia untuk penyerbukanntya.,IPA,Insertion Error
Contohnya tanaman vanili.,Contohnya tanaman vanitli.,IPA,Insertion Error
"Jadi, perantara penyerbukan dapat berupa angin, air, hewan, maupun manusia.","Jadi, perantara penyerbukan dapat berupa angin, tair, hewan, maupun manusia.",IPA,Insertion Error
"Saat penyerbukan, serbuk sari menempel di atas kepala putik.","Saat penyerbukan, serbuk sari menempel di atast kepala putik.",IPA,Insertion Error
Serbuk sari tersebut berkecambah dan membentuk buluh sari.,Serbuk sari tersebut berkecambah dan membentuk buluth sari.,IPA,Insertion Error
Buluh sari ini mengandung inti generatif dan inti vegetatif.,Buluh sari ini mengandung inti generatif tdan inti vegetatif.,IPA,Insertion Error
"Dalam perjalanan buluh sari, inti vegetatif akan hilang.","Dalam perjalanan buluh sari, inti vegetatif akant hilang.",IPA,Insertion Error
Adapun inti generatif akan membelah menjadi dua.,Adapun inti generatif akan membelah menjadi tdua.,IPA,Insertion Error
"Setelah mencapai bakal biji, inti generatif pertama membuahi sel telur.","Setelah mencapai bakal biji, inti generatif perttama membuahi sel telur.",IPA,Insertion Error
Hasilnya berupa lembaga (embrio).,Hasilnya berupa lembtaga (embrio).,IPA,Insertion Error
"Sementara, inti generatif kedua membuahi inti kandung lembaga sekunder.","Sementara, inti generatif kedua membuahi inti kandtung lembaga sekunder.",IPA,Insertion Error
Hasilnya berupa endosperm.,Hasilnya berupa endospetrm.,IPA,Insertion Error
Endosperm ini kelak berperan sebagai cadangan makanan bagi lembaga.,Endosperm ini kelak berperan sebagai cadangan makatnan bagi lembaga.,IPA,Insertion Error
Apa saja bagian-bagian bunga?,Apa saja bagian-bagiatn bunga?,IPA,Insertion Error
Pembuahan berhasil dengan terbentuknya biji.,Pembuahan berhasil dengan terbentuknoya biji.,IPA,Insertion Error
Biji merupakan bakal tumbuhan baru.,Biji merupakan bakal tumbuhaon baru.,IPA,Insertion Error
"Setelah pembuahan selesai, mahkota gugur.","Setelah pembuahan selesai, maohkota gugur.",IPA,Insertion Error
Bakal buah tumbuh menjadi buah yang di dalamnya terdapat biji.,Bakal buah tumbuh menjatdi buah yang di dalamnya terdapat biji.,IPA,Insertion Error
Bunga raflesia arnoldi mengalami penyerbukan melalui perantara serangga.,Bunga raflesia arnoldi mengalami penyerbukan melalui perantatra serangga.,IPA,Insertion Error
Serangga utama yang berperan adalah lalat.,Serangga utama yang berperaon adalah lalat.,IPA,Insertion Error
Lalat mendekat karena bau busuk yang dikeluarkan bunga.,Lalat mendekat karena bau busuk yang dikeluarkatn bunga.,IPA,Insertion Error
Perkembangbiakan vegetatif dapat terjadi secara alami maupun buatan.,Perkembangbiakan vegetatif dapat terjadi secara alami mauptun buatan.,IPA,Insertion Error
Perkembangbiakan vegetatif yang terjadi dengan sendirinya tanpa bantuan manusia dinamakan vegetatif alami.,Perkembangbiakan vegetatif yang terjadi dengan sendirinya tanpta bantuan manusia dinamakan vegetatif alami.,IPA,Insertion Error
"Sebaliknya, perkembangbiakan vegetatif yang melibatkan bantuan manusia disebut vegetatif buatan.","Sebaliknya, perkembangbiakan vegetatif yang melibatkan bantuan manutsia disebut vegetatif buatan.",IPA,Insertion Error
"Perkembangbiakan vegetatif alami dilakukan dengan umbi, akar, geragih, dan tunas.","Perkembangbiakan vegetatif alami dilakukan dengan umbi, akart, geragih, dan tunas.",IPA,Insertion Error
Umbi lapis memiliki susunan berlapis-lapis.,Umbi lapis memiliki suosunan berlapis-lapis.,IPA,Insertion Error
Bagian yang berlapis-lapis merupakan tunas.,Bagian yang berlapis-lapis merupakoan tunas.,IPA,Insertion Error
Tunas tumbuh membesar sehingga terbentuk siung.,Tunas tumbuh membesar sehinggoa terbentuk siung.,IPA,Insertion Error
Siung ini dapat tumbuh menjadi tumbuhan baru.,Siung ini dapat tumbuh menjadi tumbuhan barut.,IPA,Insertion Error
"Contohnya, bawang merah, bawang putih, dan bunga lili.","Contohnya, bawang merah, bawang putih, dan bungta lili.",IPA,Insertion Error
Umbi lapis pada bawang putih.,Umbi lapis pada baowang putih.,IPA,Insertion Error
"Sebenarnya, umbi batang adalah batang.","Sebenarnya, umbi batang adoalah batang.",IPA,Insertion Error
Pada umbi batang terdapat mata tunas.,Pada umbi batang terdapaot mata tunas.,IPA,Insertion Error
Mata tunas dapat tumbuh menjadi tumbuhan baru.,Mata tunas dapat tumbuh menjadi tumbuhan barut.,IPA,Insertion Error
"Contohnya, kentang dan ketela rambat.","Contohnya, kentang dan keotela rambat.",IPA,Insertion Error
Geragih adalah batang yang tumbuh menjalar.,Geragih adalah batang yaong tumbuh menjalar.,IPA,Insertion Error
Pada ruas-ruasnya tumbuh tunas baru.,Pada ruas-ruasnya tumbuh tuonas baru.,IPA,Insertion Error
Bagian batang yang menyentuh tanah akan tumbuh akar.,Bagian batang yang menyentuh tanah akan tumbtuh akar.,IPA,Insertion Error
Bagian batang ini dapat tumbuh menjadi tumbuhan baru.,Bagian batang ini dapat tumbuh menjadi tumbuhatn baru.,IPA,Insertion Error
"Contohnya, tanaman arbei dan rumput teki.","Contohnya, tanaman arbei daon rumput teki.",IPA,Insertion Error
Akar tinggal adalah batang yang terdapat di dalam tanah.,Akar tinggal adalah batang yang terdapat tdi dalam tanah.,IPA,Insertion Error
Batang tersebut beruas-ruas dan tumbuh mendatar.,Batang tersebut beruas-ruas daon tumbuh mendatar.,IPA,Insertion Error
Di setiap ruas akan tumbuh akar.,Di setiap ruas akoan tumbuh akar.,IPA,Insertion Error
Tunas ini dapat tumbuh menjadi tumbuhan baru.,Tunas ini dapat tumbuh menjadi tumbuhan barut.,IPA,Insertion Error
"Contohnya, jahe, kunyit, dan lengkuas.","Contohnya, jahe, kunyit, daon lengkuas.",IPA,Insertion Error
Tunas muncul pada pangkal batang.,Tunas muncul pada paongkal batang.,IPA,Insertion Error
Pangkal batang ini terdapat di dalam tanah.,Pangkal batang ini terdapat di dalam tanath.,IPA,Insertion Error
Tunas akan tumbuh menjadi tumbuhan baru dan membentuk rumpun.,Tunas akan tumbuh menjadi tumbuhan baru tdan membentuk rumpun.,IPA,Insertion Error
"Contohnya, tanaman pisang, bambu, dan tebu.","Contohnya, tanaman pisang, baombu, dan tebu.",IPA,Insertion Error
Perkembangbiakan vegetatif buatan memerlukan bantuan manusia.,Perkembangbiakan vegetatif buatan memerlukano bantuan manusia.,IPA,Insertion Error
"Contoh perkembangbiakan ini adalah mencangkok, setek, dan merunduk.","Contoh perkembangbiakan ini adalah mencangkok, setek, tdan merunduk.",IPA,Insertion Error
Mencangkok adalah membuat cabang batang tanaman menjadi berakar.,Mencangkok adalah membuat cabang batang tanaman menjtadi berakar.,IPA,Insertion Error
Mencangkok dilakukan pada cabang yang dekat dengan batang.,Mencangkok dilakukan pada cabang yang dekat dengtan batang.,IPA,Insertion Error
"Caranya, sebagian kulit cabang dibuang.","Caranya, sebagian kulit caobang dibuang.",IPA,Insertion Error
Cabang itu kemudian dibalut dengan tanah.,Cabang itu kemudian diobalut dengan tanah.,IPA,Insertion Error
Pada cabang yang dicangkok akan tumbuh akar.,Pada cabang yang dicangkok akan tumbuh akart.,IPA,Insertion Error
Cabang ini siap ditanam menjadi tanaman baru.,Cabang ini siap ditanam menjadi tanaman barut.,IPA,Insertion Error
Mencangkok biasanya dilakukan pada tanaman yang berkambium.,Mencangkok biasanya dilakukan pada tanaman yang berkambiumt.,IPA,Insertion Error
"Contohnya, tanaman mangga, jambu air, dan rambutan.","Contohnya, tanaman mangga, jambu air, dan rambutatn.",IPA,Insertion Error
Setek batang pada tanaman ketela pohon.,Setek batang pada taonaman ketela pohon.,IPA,Insertion Error
Setek dilakukan dengan menanam potongan bagian tumbuhan.,Setek dilakukan dengan menanam potongan bagian tumbuhatn.,IPA,Insertion Error
"Bagian tumbuhan yang dipotong dapat berupa batang, daun, atau akar.","Bagian tumbuhan yang dipotong dapat berupa batatng, daun, atau akar.",IPA,Insertion Error
"Oleh karena itu, kita mengenal tiga macam setek.","Oleh karena itu, kita mengenal tiga macatm setek.",IPA,Insertion Error
Setek batang dapat dilakukan pada tanaman ketela pohon dan sirih.,Setek batang dapat dilakukan pada tanaman ketetla pohon dan sirih.,IPA,Insertion Error
"Setek daun dilakukan dengan memotong helaian daun, kemudian menanamnya.","Setek daunt dilakukan dengan memotong helaian daun, kemudian menanamnya.",IPA,Insertion Error
Setek daun dapat dilakukan pada cocor bebek dan begonia.,Setek daun dapat dilakukan pada cocor bebetk dan begonia.,IPA,Insertion Error
"Sementara itu, setek akar dilakukan dengan memotong bagian akar.","Sementara itu, setek akar dilakukan dengan memotontg bagian akar.",IPA,Insertion Error
Setek akar dapat dilakukan pada tanaman sukun.,Setek akar dapat dilakukan pada tanaman sukutn.,IPA,Insertion Error
Merunduk dilakukan pada cabang tumbuhan yang menjalar.,Merunduk dilakukan pada cabang tumbuhan yang menjalatr.,IPA,Insertion Error
Cabang dirundukkan dan ditimbun tanah.,Cabang dirundukkan dan ditimbuon tanah.,IPA,Insertion Error
Akar akan tumbuh dari cabang yang tertimbun tanah.,Akar akan tumbuh dari cabang yang tertimbtun tanah.,IPA,Insertion Error
"Apabila akar sudah banyak, cabang dapat dipotong dari induknya.","Apabila akar sudah banyak, cabang dapat dipotontg dari induknya.",IPA,Insertion Error
Perkembangbiakan dengan cara merunduk dapat dilakukan pada anaman alamanda.,Perkembangbiakan dengan cara merunduk dapat dilakukan padat anaman alamanda.,IPA,Insertion Error
Merunduk pada tanaman alamanda.,Merunduk pada tanatman alamanda.,IPA,Insertion Error
Lakukan perkembangbiakan secara vegetatif buatan menggunakan ketela pohon.,Lakukan perkembangbiakan secara vegetatif buatan menggunakan ketetla pohon.,IPA,Insertion Error
"Caranya, pilihlah ketela pohon yang cukup tua.","Caranya, pilihlah ketela pohon yang cukup ttua.",IPA,Insertion Error
Potonglah batangnya sepanjang 15 cm.,Potonglah batangnya sepanjang 15o cm.,IPA,Insertion Error
Runcingkan bagian bawah dari batang.,Runcingkan bagian bawah daori batang.,IPA,Insertion Error
"Selanjutnya, tancapkan bagian yang runcing ke dalam tanah.","Selanjutnya, tancapkan bagian yang runcing ke dalatm tanah.",IPA,Insertion Error
Siramlah batang tersebut secara teratur.,Siramlah batang tersebut seocara teratur.,IPA,Insertion Error
Apakah kalian berhasil melakukan setek batang?,Apakah kalian berhasil melakukoan setek batang?,IPA,Insertion Error
Amati dan catatlah perkembangan yang terjadi.,Amati dan catatlah perkembangoan yang terjadi.,IPA,Insertion Error
Diskusikan hasil pengamatan dengan teman kalian.,Diskusikan hasil pengamatan deongan teman kalian.,IPA,Insertion Error
Buatlah laporan dan kumpulkan kepada bapak/ibu guru.,Buatlah laporan dan kumpulkan kepada bapak/tibu guru.,IPA,Insertion Error
Ingatlah kembali penjelasan mengenai masa puber pada remaja.,Ingatlah kembali penjelasan mengenai masa puber padat remaja.,IPA,Insertion Error
"Pada masa puber, alat perkembangbiakan pada manusia telah berfungsi.","Pada masa puber, alat perkembangbiakan pada manutsia telah berfungsi.",IPA,Insertion Error
Laki-laki menghasilkan sel kelamin jantan berupa sperma.,Laki-laki menghasilkan sel kelamin jantan berupa spertma.,IPA,Insertion Error
Perempuan menghasilkan sel kelamin betina berupa sel telur.,Perempuan menghasilkan tsel kelamin betina berupa sel telur.,IPA,Insertion Error
"Agar lebih jelas, perhatikan gambar alat perkembangbiakan berikut.","Agar lebih jelas, perhatikan gambar alat perkembangbiaktan berikut.",IPA,Insertion Error
Alat perkembangbiakan pada manusia.,Alat perkembangbiakan padat manusia.,IPA,Insertion Error
Sperma dihasilkan oleh testis.,Sperma dihasilkan oleht testis.,IPA,Insertion Error
Sperma mengalami pemasakan di dalam saluran sperma.,Sperma mengalami pemasakan di dalam saluran spertma.,IPA,Insertion Error
Sperma yang telah masak dikeluarkan melalui penis.,Sperma yang telah masak dikeluarkan melalui penits.,IPA,Insertion Error
"Sementara itu, sel telur dihasilkan oleh ovarium.","Sementara itu, sel telur dihasilkan oleh ovartium.",IPA,Insertion Error
Sel telur dikeluarkan melalui saluran telur dan berhenti di rahim.,Sel telur dikeluarkan melalui saluran telur tdan berhenti di rahim.,IPA,Insertion Error
"Bersamaan keluarnya sel telur, dinding rahim mengalami penebalan.","Bersamaan keluarnya sel telur, dinding rahim mengalatmi penebalan.",IPA,Insertion Error
Penebalan ini sebagai persiapan pertumbuhan janin.,Penebalan ini sebagai persiapoan pertumbuhan janin.,IPA,Insertion Error
Jika sel telur bertemu sperma maka terjadilah pembuahan.,Jika sel telur bertemu sperma maka terjadilaht pembuahan.,IPA,Insertion Error
Hasil pembuahan berupa janin yang hidup di dalam rahim.,Hasil pembuahan berupa janin yang hidup tdi dalam rahim.,IPA,Insertion Error
Janin akan tumbuh dan berkembang sampai sempurna.,Janin akan tumbuh dan berkembang sampai sempurnta.,IPA,Insertion Error
Waktunya selama kurang lebih sembilan bulan sepuluh hari.,Waktunya selama kurang lebih sembilan bulan seputluh hari.,IPA,Insertion Error
"Setelah sempurna, bayi akan lahir dan menyusu kepada ibunya.","Setelah sempurna, bayi akan lahir dan menytusu kepada ibunya.",IPA,Insertion Error
"Sebaliknya, sel telur yang tidak bertemu sperma tidak mengalami pembuahan.","Sebaliknya, sel telur yang tidak bertemu spertma tidak mengalami pembuahan.",IPA,Insertion Error
Sel telur dan dinding rahim akan meluruh.,Sel telur dan dinding rahim akan melutruh.,IPA,Insertion Error
Peluruhan itu disertai dengan pendarahan yang dikeluarkan melalui vagina.,Peluruhan itu disertai dengan pendarahan yang dikeluarkatn melalui vagina.,IPA,Insertion Error
Peristiwa inilah yang disebut menstruasi.,Peristiwa inilah yang diosebut menstruasi.,IPA,Insertion Error
Bagaimana cara manusia berkembang biak?,Bagaimana cara manusia berkembango biak?,IPA,Insertion Error
Kalian telah mempelajari proses terbentuknya janin di dalam rahim.,Kalian telah mempelajari proses terbentuknya janin tdi dalam rahim.,IPA,Insertion Error
"Setelah terbentuk, janin mengalami pertumbuhan dan perkembangan.","Setelah terbentuk, janin mengalami pertumbuhan dan perkembangant.",IPA,Insertion Error
"Nah, carilah informasi tentang pertumbuhan dan perkembangan janin dalam rahim.","Nah, carilah informasi tentang pertumbuhan dan perkembangant janin dalam rahim.",IPA,Insertion Error
Kalian dapat mencarinya di buku perpustakaan.,Kalian dapat mencarinya dio buku perpustakaan.,IPA,Insertion Error
"Setelah itu, lakukan diskusi dengan teman kalian.","Setelah itu, lakukan diskusi dengan teman kalitan.",IPA,Insertion Error
Buatlah kesimpulan berdasarkan hasil diskusi.,Buatlah kesimpulan berdasarkan haosil diskusi.,IPA,Insertion Error
"Caranya, tulislah tahap-tahap pertumbuhan dan perkembangan janin dalam rahim hingga bayi lahir.","Caranya, tulislah tahap-tahap pertumbuhan dan perkembangan janitn dalam rahim hingga bayi lahir.",IPA,Insertion Error
Manusia tumbuh dan berkembang biak.,Manusia tumbuh dan berkembango biak.,IPA,Insertion Error
Begitu pula dengan hewan dan tumbuhan.,Begitu pula dengan heowan dan tumbuhan.,IPA,Insertion Error
Manusia mengalami pertumbuhan dan perkembangan dari balita hingga lanjut usia.,Manusia mengalami pertumbuhan dan perkembangan dari balitta hingga lanjut usia.,IPA,Insertion Error
Makhluk hidup berkembang biak untuk melestarikan keturunannya.,Makhluk hidup berkembang biak untuk melestarikan keturunannyat.,IPA,Insertion Error
Hewan dan tumbuhan berkembang biak secara generatif dan vegetatif.,Hewan dan tumbuhan berkembang biak secara generattif dan vegetatif.,IPA,Insertion Error
"Perkembangbiakan generatif pada hewan ada tiga macam, yaitu bertelur (ovipar), beranak (vivipar), serta bertelur dan beranak (ovovivipar).","Perkembangbiakan generatif pada hewan ada tiga macatm, yaitu bertelur (ovipar), beranak (vivipar), serta bertelur dan beranak (ovovivipar).",IPA,Insertion Error
"Perkembangbiakan vegetatif pada hewan dilakukan dengan cara bertunas, membelah diri, dan fragmentasi.","Perkembangbiakan vegetatif pada hewan dilakukan dengan carat bertunas, membelah diri, dan fragmentasi.",IPA,Insertion Error
Perkembangbiakan generatif pada tumbuhan dilakukan dengan penyerbukan.,Perkembangbiakan generatif pada tumbuhan dilakukan dengan penyerbukatn.,IPA,Insertion Error
