kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Ayahku juga senang.,Ayahku juga senang',IPS,Punctuation Error
Sebelum pergi harus pamit.,Sebelum pergi harus pamit',IPS,Punctuation Error
Agar ayah tidak bingung.,Agar ayah tidak bingung',IPS,Punctuation Error
Saya mengangguk.,Saya mengangguk',IPS,Punctuation Error
Saya minta maaf.,Saya minta maaf',IPS,Punctuation Error
Saya berjanji.,Saya berjanji',IPS,Punctuation Error
Orang tuaku tersenyum.,Orang tuaku tersenyum',IPS,Punctuation Error
"Beliau memaafkan saya, ujang mengakhiri ceritanya.",Beliau memaafkan saya@ ujang mengakhiri ceritanya.,IPS,Punctuation Error
Mengapa ketika pergi harus memberitahu orang tua?,Mengapa ketika pergi harus memberitahu orang tua',IPS,Punctuation Error
Bercerita pengalaman melaksanakan peran.,Bercerita pengalaman melaksanakan peran',IPS,Punctuation Error
Ceritaku berbeda dengan ujang.,Ceritaku berbeda dengan ujang',IPS,Punctuation Error
Saya melaksanakan peranku.,Saya melaksanakan peranku',IPS,Punctuation Error
Saya juga sibuk.,Saya juga sibuk',IPS,Punctuation Error
Semua pekerjaan telah selesai.,Semua pekerjaan telah selesai',IPS,Punctuation Error
Saya pergi ke halaman.,Saya pergi ke halaman',IPS,Punctuation Error
Ayahku sedang sibuk.,Ayahku sedang sibuk',IPS,Punctuation Error
Ayahku membersihkan rumput.,Ayahku membersihkan rumput',IPS,Punctuation Error
Rumput tumbuh di halaman.,Rumput tumbuh di halaman',IPS,Punctuation Error
Halamanku jadi kotor.,Halamanku jadi kotor',IPS,Punctuation Error
Halamanku tidak rapi.,Halamanku tidak rapi',IPS,Punctuation Error
Saya membantu ayah.,Saya membantu ayah',IPS,Punctuation Error
Ayah memotong rumput.,Ayah memotong rumput',IPS,Punctuation Error
Memotong rumput ilalang.,Memotong rumput ilalang',IPS,Punctuation Error
Saya menyiangi rumput teki.,Saya menyiangi rumput teki',IPS,Punctuation Error
Kami saling bantu.,Kami saling bantu',IPS,Punctuation Error
Bekerja dengan hati senang.,Bekerja dengan hati senang',IPS,Punctuation Error
Pekerjaan cepat selesai.,Pekerjaan cepat selesai',IPS,Punctuation Error
Pekerjaan selesai siang hari.,Pekerjaan selesai siang hari',IPS,Punctuation Error
Kami beristirahat.,Kami beristirahat',IPS,Punctuation Error
Kami menikmati makan siang.,Kami menikmati makan siang',IPS,Punctuation Error
Makan siang disiapkan ibu.,Makan siang disiapkan ibu',IPS,Punctuation Error
Saya bisa membantu ayah.,Saya bisa membantu ayah',IPS,Punctuation Error
"Ana, lan, dan ujang masih berkumpul.","Ana, lan, dan ujang masih berkumpul@",IPS,Punctuation Error
Mereka masih bercerita.,Mereka masih bercerita',IPS,Punctuation Error
Tiba-tiba ujang berteriak.,Tiba?tiba ujang berteriak.,IPS,Punctuation Error
Ningrum selalu membantu ibunya.,Ningrum selalu membantu ibunya',IPS,Punctuation Error
Membantu ibunya berjualan soto.,Membantu ibunya berjualan soto',IPS,Punctuation Error
Berjualan di depan rumahnya.,Berjualan di depan rumahnya',IPS,Punctuation Error
Tiap hari banyak pembeli.,Tiap hari banyak pembeli',IPS,Punctuation Error
Ningrum melayani pembeli itu.,Ningrum melayani pembeli itu',IPS,Punctuation Error
Ningrum melayani dengan baik.,Ningrum melayani dengan baik',IPS,Punctuation Error
Ningrum bersikap ramah.,Ningrum bersikap ramah',IPS,Punctuation Error
Ningrum melayani pesanan minuman.,Ningrum melayani pesanan minuman',IPS,Punctuation Error
Ningrum bangga sekali.,Ningrum bangga sekali',IPS,Punctuation Error
Ana dan ujang pamit.,Ana dan ujang pamit',IPS,Punctuation Error
Mereka pulang ke rumah.,Mereka pulang ke rumah',IPS,Punctuation Error
Tulislah di selembar kertas.,Tulislah di selembar kertas',IPS,Punctuation Error
Bacakan di depan kelas.,Bacakan di depan kelas',IPS,Punctuation Error
Manfaat melaksanakan peran yaitu sebagai berikut.,Manfaat melaksanakan peran yaitu sebagai berikut',IPS,Punctuation Error
Saling mengerti tugas masing-masing.,Saling mengerti tugas masing?masing.,IPS,Punctuation Error
Terutama sesama anggota keluarga.,Terutama sesama anggota keluarga',IPS,Punctuation Error
Terbiasa suka bekerja.,Terbiasa suka bekerja',IPS,Punctuation Error
Terbiasa membantu orang tua.,Terbiasa membantu orang tua',IPS,Punctuation Error
Melatih sifat mandiri.,Melatih sifat mandiri',IPS,Punctuation Error
Tidak tergantung orang lain.,Tidak tergantung orang lain',IPS,Punctuation Error
Tiap anggota keluarga punya peran.,Tiap anggota keluarga punya peran',IPS,Punctuation Error
Peran utama anak adalah belajar.,Peran utama anak adalah belajar',IPS,Punctuation Error
Pengalaman tiap anak berbeda-beda.,Pengalaman tiap anak berbeda?beda.,IPS,Punctuation Error
Pengalaman menjalankan peran berbeda-beda.,Pengalaman menjalankan peran berbeda?beda.,IPS,Punctuation Error
Apa saja peran ayah?,Apa saja peran ayah',IPS,Punctuation Error
Apa saja peran anak?,Apa saja peran anak',IPS,Punctuation Error
Tanaman di rumahmu layu.,Tanaman di rumahmu layu',IPS,Punctuation Error
Apa yang kamu lakukan?,Apa yang kamu lakukan',IPS,Punctuation Error
Bagaimana sikapmu ketika berbicara pada orang tua?,Bagaimana sikapmu ketika berbicara pada orang tua',IPS,Punctuation Error
Sudahkah kamu berbuat demikian?,Sudahkah kamu berbuat demikian',IPS,Punctuation Error
"Jika sudah, terus kembangkanlah.",Jika sudah@ terus kembangkanlah.,IPS,Punctuation Error
"Jika belum, laksanakan peranmu sebaik-baiknya.","Jika belum, laksanakan peranmu sebaik-baiknya@",IPS,Punctuation Error
Orang tua sedang pergi.,Orang tua sedang pergi',IPS,Punctuation Error
Anak harus menjaga rumah.,Anak harus menjaga rumah',IPS,Punctuation Error
Menjaga rumah dengan baik.,Menjaga rumah dengan baik',IPS,Punctuation Error
Juga harus menjaga nama keluarga.,Juga harus menjaga nama keluarga',IPS,Punctuation Error
Misalnya dengan berperilaku sopan.,Misalnya dengan berperilaku sopan',IPS,Punctuation Error
Melayani tamu dengan baik.,Melayani tamu dengan baik',IPS,Punctuation Error
Sekarang kemukakan sikapmu.,Sekarang kemukakan sikapmu',IPS,Punctuation Error
Bagaimana sikapmu saat menerima tamu?,Bagaimana sikapmu saat menerima tamu',IPS,Punctuation Error
Coba praktikkan sikapmu tersebut.,Coba praktikkan sikapmu tersebut',IPS,Punctuation Error
Praktikkan sikap-sikap berikut.,Praktikkan sikap?sikap berikut.,IPS,Punctuation Error
Buatlah laporan pengalamanmu melakukan peran.,Buatlah laporan pengalamanmu melakukan peran',IPS,Punctuation Error
Peranmu sebagai anak dalam keluarga selama satu pekan.,Peranmu sebagai anak dalam keluarga selama satu pekan',IPS,Punctuation Error
Lihatlah sekitar rumahmu.,Lihatlah sekitar rumahmu',IPS,Punctuation Error
Adakah rumah-rumah?,Adakah rumah>rumah?,IPS,Punctuation Error
"Ya, rumah-rumah itu adalah tetanggamu.","Ya, rumah-rumah itu adalah tetanggamu@",IPS,Punctuation Error
Tetangga adalah orang terdekat dengan rumah kita.,Tetangga adalah orang terdekat dengan rumah kita',IPS,Punctuation Error
Kita harus mengenal tetangga.,Kita harus mengenal tetangga',IPS,Punctuation Error
Dengan tetangga harus menghormati.,Dengan tetangga harus menghormati',IPS,Punctuation Error
Dengan tetangga harus rukun.,Dengan tetangga harus rukun',IPS,Punctuation Error
Harus saling membantu.,Harus saling membantu',IPS,Punctuation Error
Bagaimana dengan tetanggamu?,Bagaimana dengan tetanggamu',IPS,Punctuation Error
Sudahkah kalian mengenal tetanggamu?,Sudahkah kalian mengenal tetanggamu',IPS,Punctuation Error
Rumah tetanggaku roboh.,Rumah tetanggaku roboh',IPS,Punctuation Error
Semua warga membantunya.,Semua warga membantunya',IPS,Punctuation Error
Saya juga ikut.,Saya juga ikut',IPS,Punctuation Error
"Itu termasuk kerja sama, seperti pelajaran hari ini.",Itu termasuk kerja sama@ seperti pelajaran hari ini.,IPS,Punctuation Error
"Ujang, ana, dan lan libur.","Ujang, ana, dan lan libur@",IPS,Punctuation Error
Mereka pergi bersama.,Mereka pergi bersama',IPS,Punctuation Error
Mereka ke toko buku.,Mereka ke toko buku',IPS,Punctuation Error
Mereka membeli buku.,Mereka membeli buku',IPS,Punctuation Error
Untuk mengerjakan tugas.,Untuk mengerjakan tugas',IPS,Punctuation Error
"Saya menemukan bukunya, teriak lan.",Saya menemukan bukunya@ teriak lan.,IPS,Punctuation Error
Ujang dan ana mendekat.,Ujang dan ana mendekat',IPS,Punctuation Error
Mereka menghampiri lan.,Mereka menghampiri lan',IPS,Punctuation Error
Mereka bertiga tersenyum.,Mereka bertiga tersenyum',IPS,Punctuation Error
Mereka sudah mendapatkan bukunya.,Mereka sudah mendapatkan bukunya',IPS,Punctuation Error
Mereka bertiga pulang.,Mereka bertiga pulang',IPS,Punctuation Error
Pulang ke rumah ana.,Pulang ke rumah ana',IPS,Punctuation Error
Mereka segera mengerjakan tugas.,Mereka segera mengerjakan tugas',IPS,Punctuation Error
Ana menyiapkan minuman.,Ana menyiapkan minuman',IPS,Punctuation Error
Juga menyiapkan makanan ringan.,Juga menyiapkan makanan ringan',IPS,Punctuation Error
Saya yang membaca.,Saya yang membaca',IPS,Punctuation Error
Ana yang mencatat.,Ana yang mencatat',IPS,Punctuation Error
Lan yang menyimpulkan.,Lan yang menyimpulkan',IPS,Punctuation Error
Mereka bertiga asyik belajar.,Mereka bertiga asyik belajar',IPS,Punctuation Error
Tugasnya sudah dibagi-bagi.,Tugasnya sudah dibagi?bagi.,IPS,Punctuation Error
Mereka saling bekerja sama.,Mereka saling bekerja sama',IPS,Punctuation Error
Bekerja sama adalah bekerja bersama-sama.,Bekerja sama adalah bekerja bersama?sama.,IPS,Punctuation Error
Bekerja sama adalah membagi-bagi tugas.,Bekerja sama adalah membagi?bagi tugas.,IPS,Punctuation Error
"Dengan bekerja sama, pekerjaan berat jadi ringan.",Dengan bekerja sama@ pekerjaan berat jadi ringan.,IPS,Punctuation Error
Bekerja sama menghemat waktu.,Bekerja sama menghemat waktu',IPS,Punctuation Error
Bekerja sama menghemat tenaga.,Bekerja sama menghemat tenaga',IPS,Punctuation Error
Bekerja sama menghemat biaya.,Bekerja sama menghemat biaya',IPS,Punctuation Error
Kerja sama apa yang pernah kalian lakukan?,Kerja sama apa yang pernah kalian lakukan',IPS,Punctuation Error
Tuliskan di selembar kertas.,Tuliskan di selembar kertas',IPS,Punctuation Error
Kerja sama di masyarakat lebih dikenal dengan gotong royong.,Kerja sama di masyarakat lebih dikenal dengan gotong royong',IPS,Punctuation Error
Gotong royong sudah ada sejak dulu.,Gotong royong sudah ada sejak dulu',IPS,Punctuation Error
Gotong royong dilakukan untuk menyelesaikan kepentingan umum.,Gotong royong dilakukan untuk menyelesaikan kepentingan umum',IPS,Punctuation Error
Juga untuk kegiatan kemanusiaan.,Juga untuk kegiatan kemanusiaan',IPS,Punctuation Error
Lan dan ujang di rumah ana.,Lan dan ujang di rumah ana',IPS,Punctuation Error
Mereka telah menyelesaikan tugas.,Mereka telah menyelesaikan tugas',IPS,Punctuation Error
Mereka tidak langsung pulang.,Mereka tidak langsung pulang',IPS,Punctuation Error
"Rumah siapa itu, ana?",Rumah siapa itu@ ana?,IPS,Punctuation Error
Ujang menunjuk ke depan.,Ujang menunjuk ke depan',IPS,Punctuation Error
Tentu saya mengenalnya.,Tentu saya mengenalnya',IPS,Punctuation Error
Rumahku menghadap jalan kampung.,Rumahku menghadap jalan kampung',IPS,Punctuation Error
Rumahku menghadap ke utara.,Rumahku menghadap ke utara',IPS,Punctuation Error
Samping rumahku ada rumah-rumah.,Samping rumahku ada rumah?rumah.,IPS,Punctuation Error
Samping kiri rumah pak alek.,Samping kiri rumah pak alek',IPS,Punctuation Error
Samping kanan rumah pak koko.,Samping kanan rumah pak koko',IPS,Punctuation Error
Di depan rumahku ada rumah.,Di depan rumahku ada rumah',IPS,Punctuation Error
Rumah keluarga pak ketut.,Rumah keluarga pak ketut',IPS,Punctuation Error
Belakang rumahku ada rumah.,Belakang rumahku ada rumah',IPS,Punctuation Error
Rumah keluarga pak darma.,Rumah keluarga pak darma',IPS,Punctuation Error
Mereka semua tetanggaku.,Mereka semua tetanggaku',IPS,Punctuation Error
Kami hidup rukun.,Kami hidup rukun',IPS,Punctuation Error
Tetanggaku saling berdekatan.,Tetanggaku saling berdekatan',IPS,Punctuation Error
Tergabung dalam satu rt.,Tergabung dalam satu rt',IPS,Punctuation Error
Rt adalah rukun tetangga.,Rt adalah rukun tetangga',IPS,Punctuation Error
Rt dipimpin ketua rt.,Rt dipimpin ketua rt',IPS,Punctuation Error
Ayahku jadi ketua rtnya.,Ayahku jadi ketua rtnya',IPS,Punctuation Error
Ayahku bernama pak yohanes.,Ayahku bernama pak yohanes',IPS,Punctuation Error
Saya bangga sekali.,Saya bangga sekali',IPS,Punctuation Error
Semua tetangga hidup rukun.,Semua tetangga hidup rukun',IPS,Punctuation Error
Lingkungan rt jadi nyaman.,Lingkungan rt jadi nyaman',IPS,Punctuation Error
Semua tetangga saling menghargai.,Semua tetangga saling menghargai',IPS,Punctuation Error
Tidak saling menghina.,Tidak saling menghina',IPS,Punctuation Error
Walaupun berbeda-beda tetapi rukun.,Walaupun berbeda?beda tetapi rukun.,IPS,Punctuation Error
Pak dadang tetanggaku.,Pak dadang tetanggaku',IPS,Punctuation Error
Beliau punya anak kecil.,Beliau punya anak kecil',IPS,Punctuation Error
Pak dadang pergi sebentar.,Pak dadang pergi sebentar',IPS,Punctuation Error
Pergi bersama istrinya.,Pergi bersama istrinya',IPS,Punctuation Error
Mereka menitipkan anaknya.,Mereka menitipkan anaknya',IPS,Punctuation Error
Menitipkan pada keluargaku.,Menitipkan pada keluargaku',IPS,Punctuation Error
Keluargaku senang membantunya.,Keluargaku senang membantunya',IPS,Punctuation Error
Menjaga anak itu sebaik-baiknya.,Menjaga anak itu sebaik?baiknya.,IPS,Punctuation Error
Pak darma tetanggaku.,Pak darma tetanggaku',IPS,Punctuation Error
Keluarga pak darma miskin.,Keluarga pak darma miskin',IPS,Punctuation Error
Para tetangga membantunya.,Para tetangga membantunya',IPS,Punctuation Error
Tetanggaku pernah bertengkar.,Tetanggaku pernah bertengkar',IPS,Punctuation Error
Tapi hanya salah paham.,Tapi hanya salah paham',IPS,Punctuation Error
Pertengkaran diselesaikan dengan damai.,Pertengkaran diselesaikan dengan damai',IPS,Punctuation Error
Semuanya saling menyadari.,Semuanya saling menyadari',IPS,Punctuation Error
Saya ingat peristiwa itu.,Saya ingat peristiwa itu',IPS,Punctuation Error
Pak ketut bertengkar.,Pak ketut bertengkar',IPS,Punctuation Error
Bertengkar dengan pak alek.,Bertengkar dengan pak alek',IPS,Punctuation Error
Ayahku berusaha melerai.,Ayahku berusaha melerai',IPS,Punctuation Error
Ayahku menasihatinya.,Ayahku menasihatinya',IPS,Punctuation Error
Akhirnya mereka berbaikan.,Akhirnya mereka berbaikan',IPS,Punctuation Error
Mereka saling meminta maaf.,Mereka saling meminta maaf',IPS,Punctuation Error
Mereka saling memaafkan.,Mereka saling memaafkan',IPS,Punctuation Error
Tuliskan nama-nama tetanggamu.,Tuliskan nama?nama tetanggamu.,IPS,Punctuation Error
Kemukakan bagaimana sikapmu dengan tetanggamu.,Kemukakan bagaimana sikapmu dengan tetanggamu',IPS,Punctuation Error
Saya punya tetangga.,Saya punya tetangga',IPS,Punctuation Error
Namanya bu wayan.,Namanya bu wayan',IPS,Punctuation Error
Keluarga bu wayan pergi.,Keluarga bu wayan pergi',IPS,Punctuation Error
Mereka keluar kota.,Mereka keluar kota',IPS,Punctuation Error
Sebelum pergi bu wayan ke rumahku.,Sebelum pergi bu wayan ke rumahku',IPS,Punctuation Error
Beliau minta tolong.,Beliau minta tolong',IPS,Punctuation Error
Minta tolong pada keluargaku.,Minta tolong pada keluargaku',IPS,Punctuation Error
Untuk membantu mengawasi rumahnya.,Untuk membantu mengawasi rumahnya',IPS,Punctuation Error
Bu wayan menitipkan kunci rumahnya.,Bu wayan menitipkan kunci rumahnya',IPS,Punctuation Error
Keluargaku mau membantu.,Keluargaku mau membantu',IPS,Punctuation Error
Kami senang bisa membantu.,Kami senang bisa membantu',IPS,Punctuation Error
Keluargaku mengawasi rumah bu wayan.,Keluargaku mengawasi rumah bu wayan',IPS,Punctuation Error
Mengawasi dengan baik-baik.,Mengawasi dengan baik?baik.,IPS,Punctuation Error
Agar tidak ada pencuri.,Agar tidak ada pencuri',IPS,Punctuation Error
Rumah bu wayan kosong.,Rumah bu wayan kosong',IPS,Punctuation Error
"Jika ada tamu, keluargaku yang menerimanya.",Jika ada tamu@ keluargaku yang menerimanya.,IPS,Punctuation Error
Tamu menitipkan pesan.,Tamu menitipkan pesan',IPS,Punctuation Error
Pesan dititipkan keluargaku.,Pesan dititipkan keluargaku',IPS,Punctuation Error
Sesama tetangga harus rukun.,Sesama tetangga harus rukun',IPS,Punctuation Error
Kampungku ada kerja bakti.,Kampungku ada kerja bakti',IPS,Punctuation Error
Membersihkan saluran air.,Membersihkan saluran air',IPS,Punctuation Error
Semua warga bahu membahu.,Semua warga bahu membahu',IPS,Punctuation Error
Termasuk juga keluargaku.,Termasuk juga keluargaku',IPS,Punctuation Error
Semua warga bekerja sama.,Semua warga bekerja sama',IPS,Punctuation Error
Orang tua membersihkan selokan.,Orang tua membersihkan selokan',IPS,Punctuation Error
Membuang sampah yang menyumbat.,Membuang sampah yang menyumbat',IPS,Punctuation Error
Mengeruk lumpur.,Mengeruk lumpur',IPS,Punctuation Error
Agar selokan bersih.,Agar selokan bersih',IPS,Punctuation Error
Agar selokan tidak dangkal.,Agar selokan tidak dangkal',IPS,Punctuation Error
Sehingga airnya lancar.,Sehingga airnya lancar',IPS,Punctuation Error
Pemuda membuat papan pengumuman.,Pemuda membuat papan pengumuman',IPS,Punctuation Error
"Sebagian pemuda, membuat bak sampah.",Sebagian pemuda@ membuat bak sampah.,IPS,Punctuation Error
Pemudi menyapu sampah.,Pemudi menyapu sampah',IPS,Punctuation Error
Ibu-ibu membuat minuman.,Ibu?ibu membuat minuman.,IPS,Punctuation Error
Apakah ada anak-anak?,Apakah ada anak>anak?,IPS,Punctuation Error
Anak-anak mengerjakan pekerjaan ringan.,Anak?anak mengerjakan pekerjaan ringan.,IPS,Punctuation Error
Seperti mencabuti rumput.,Seperti mencabuti rumput',IPS,Punctuation Error
Juga membuang sampah.,Juga membuang sampah',IPS,Punctuation Error
Pekerjaan akhirnya selesai.,Pekerjaan akhirnya selesai',IPS,Punctuation Error
Selesai pada siang hari.,Selesai pada siang hari',IPS,Punctuation Error
Semua warga senang.,Semua warga senang',IPS,Punctuation Error
Saluran air lancar kembali.,Saluran air lancar kembali',IPS,Punctuation Error
Kampungku ada ronda.,Kampungku ada ronda',IPS,Punctuation Error
Ronda menjaga keamanan.,Ronda menjaga keamanan',IPS,Punctuation Error
Ronda diikuti semua warga.,Ronda diikuti semua warga',IPS,Punctuation Error
"Baik orang tua, maupun pemuda.",Baik orang tua@ maupun pemuda.,IPS,Punctuation Error
Mereka membawa kentongan.,Mereka membawa kentongan',IPS,Punctuation Error
Mereka saling membantu.,Mereka saling membantu',IPS,Punctuation Error
Saling bergantian menjaga kampung.,Saling bergantian menjaga kampung',IPS,Punctuation Error
Kampung menjadi aman.,Kampung menjadi aman',IPS,Punctuation Error
Karena warga disiplin ronda.,Karena warga disiplin ronda',IPS,Punctuation Error
Ronda bentuk kerja sama.,Ronda bentuk kerja sama',IPS,Punctuation Error
Apakah kerja bakti rutin dilaksanakan?,Apakah kerja bakti rutin dilaksanakan',IPS,Punctuation Error
Kerja bakti dilaksanakan rutin.,Kerja bakti dilaksanakan rutin',IPS,Punctuation Error
Dilaksanakan tiap hari minggu.,Dilaksanakan tiap hari minggu',IPS,Punctuation Error
Ronda dilaksanakan rutin.,Ronda dilaksanakan rutin',IPS,Punctuation Error
Dilaksanakan setiap malam.,Dilaksanakan setiap malam',IPS,Punctuation Error
Itu sudah kesepakatan.,Itu sudah kesepakatan',IPS,Punctuation Error
Kesepakatan semua warga.,Kesepakatan semua warga',IPS,Punctuation Error
